date,store_id,product_id,promo_type,discount_pct,display_flag,campaign_name
2023-05-11,11,176,Bundle,0.20940456033996283,True,Summer Sale
2023-07-17,24,70,Bundle,0.3185332245887385,True,Summer Sale
2023-01-12,11,161,Discount,0.3755341805786958,True,Summer Sale
2023-08-06,25,114,Discount,0.3669939983423116,True,Summer Sale
2023-11-23,23,186,Bundle,0.12232485830578592,True,Holiday Sale
2023-05-18,5,37,Bundle,0.14566562775017358,True,Summer Sale
2023-06-27,19,91,Bundle,0.2012044778302271,True,Clearance
2023-04-09,7,107,Bundle,0.18392214175119753,True,Clearance
2023-05-06,20,174,Discount,0.34865425805781025,True,Summer Sale
2023-06-02,23,198,Bundle,0.20152797442499198,True,Clearance
2023-11-21,22,183,Discount,0.14524623601380363,True,Clearance
2023-10-20,20,38,Bundle,0.1480793823046972,True,Holiday Sale
2023-03-29,9,81,Bundle,0.3285951098545149,True,Clearance
2023-01-18,6,112,Discount,0.10708187692704069,True,Clearance
2023-11-09,11,135,Bundle,0.16505201436614259,True,Clearance
2023-09-02,6,76,Discount,0.2282653152006303,True,Summer Sale
2023-02-17,24,108,Bundle,0.3024227685298748,True,Clearance
2023-01-09,21,165,Bundle,0.3702252569304162,True,Clearance
2023-05-26,17,20,Discount,0.20312037146845255,True,Holiday Sale
2023-04-04,9,42,Discount,0.2381396792899125,True,Holiday Sale
2023-11-18,22,147,Bundle,0.37072420748833523,True,Summer Sale
2023-08-20,25,85,Discount,0.29043013284517205,True,Clearance
2023-07-26,22,179,Bundle,0.17859341515066424,True,Clearance
2023-09-09,7,43,Bundle,0.16921269460335492,True,Holiday Sale
2023-12-30,22,115,Bundle,0.22095935106610864,True,Clearance
2023-09-19,10,118,Bundle,0.39375839874789575,True,Clearance
2023-08-30,6,143,Discount,0.33318352103045307,True,Clearance
2023-05-29,20,127,Discount,0.10295971920513258,True,Holiday Sale
2023-07-01,6,90,Discount,0.28536663568232384,True,Clearance
2023-08-08,19,22,Discount,0.169748888809791,True,Summer Sale
2023-05-14,12,44,Discount,0.12053052925795038,True,Clearance
2023-02-10,23,19,Bundle,0.2702648537673019,True,Clearance
2023-02-25,22,105,Discount,0.2681137752843596,True,Summer Sale
2023-01-29,22,75,Discount,0.2590144568844803,True,Holiday Sale
2023-02-08,21,164,Bundle,0.21465405908462287,True,Holiday Sale
2023-05-04,5,51,Discount,0.1461415546306409,True,Summer Sale
2023-10-17,11,66,Discount,0.307598445620534,True,Clearance
2023-01-17,21,177,Bundle,0.12526255005359585,True,Holiday Sale
2023-07-03,13,13,Discount,0.1384482524998764,True,Holiday Sale
2023-06-23,13,59,Bundle,0.25800043989052523,True,Clearance
2023-09-01,6,26,Discount,0.2729585086747606,True,Summer Sale
2023-02-28,6,68,Bundle,0.31676072545324085,True,Holiday Sale
2023-10-17,18,61,Discount,0.29107436525031316,True,Summer Sale
2023-09-24,13,18,Bundle,0.3062674029939705,True,Clearance
2023-05-29,1,2,Bundle,0.16248389501823668,True,Holiday Sale
2023-04-27,19,131,Bundle,0.32780579184731995,True,Summer Sale
2023-09-01,9,68,Bundle,0.23750267762790425,True,Holiday Sale
2023-08-03,8,95,Discount,0.36286688740259154,True,Summer Sale
2023-05-11,1,34,Discount,0.34662151974271305,True,Summer Sale
2023-07-04,22,85,Discount,0.2194202660082736,True,Holiday Sale
2023-06-23,25,84,Discount,0.29685854299550546,True,Clearance
2023-05-21,3,196,Discount,0.15072287645167232,True,Clearance
2023-07-08,22,81,Discount,0.28595335925802756,True,Holiday Sale
2023-08-16,13,69,Bundle,0.3026717564190714,True,Clearance
2023-03-12,15,184,Bundle,0.3041938627679869,True,Clearance
2023-11-30,8,142,Bundle,0.10808164054308876,True,Holiday Sale
2023-02-13,7,127,Discount,0.3254653249178837,True,Clearance
2023-01-30,8,162,Discount,0.14619592411752805,True,Holiday Sale
2023-12-23,24,40,Bundle,0.3684475932482767,True,Summer Sale
2023-04-30,11,176,Bundle,0.15294231758987142,True,Holiday Sale
2023-08-08,24,194,Bundle,0.3909587290996176,True,Clearance
2023-08-19,6,153,Discount,0.1332216729327568,True,Holiday Sale
2023-05-13,14,79,Bundle,0.2038976505401241,True,Summer Sale
2023-09-21,2,189,Bundle,0.14501278124799152,True,Clearance
2023-04-06,23,50,Discount,0.11508385071538346,True,Clearance
2023-07-19,9,20,Discount,0.2461804231385215,True,Holiday Sale
2023-07-09,23,71,Bundle,0.19684884308817419,True,Summer Sale
2023-06-27,22,5,Bundle,0.343176665184306,True,Clearance
2023-10-18,4,113,Discount,0.15323975042050028,True,Holiday Sale
2023-07-17,18,1,Discount,0.3130221619967958,True,Holiday Sale
2023-02-14,1,28,Discount,0.38637588208622253,True,Summer Sale
2023-10-25,25,6,Discount,0.241708172375542,True,Holiday Sale
2023-09-05,1,61,Bundle,0.22414352836653476,True,Clearance
2023-06-12,12,196,Discount,0.3991434507349221,True,Summer Sale
2023-12-06,6,11,Bundle,0.2522514526901013,True,Clearance
2023-10-15,16,33,Discount,0.36571955369051523,True,Summer Sale
2023-10-24,1,171,Discount,0.18439480062553826,True,Clearance
2023-05-29,8,152,Discount,0.22797789817318792,True,Holiday Sale
2023-11-01,15,101,Bundle,0.1382509556518448,True,Clearance
2023-10-15,23,45,Discount,0.13488951278817987,True,Clearance
2023-09-12,14,84,Discount,0.10066377504792909,True,Holiday Sale
2023-01-06,7,132,Discount,0.24898224503556407,True,Summer Sale
2023-03-16,10,101,Discount,0.32789893174430396,True,Clearance
2023-10-13,14,191,Discount,0.3727120509159447,True,Holiday Sale
2023-12-18,11,127,Discount,0.1460958256456641,True,Summer Sale
2023-03-16,15,29,Bundle,0.1181707985432046,True,Clearance
2023-09-12,16,169,Bundle,0.13900653971582125,True,Holiday Sale
2023-08-28,5,11,Bundle,0.29390704790948513,True,Holiday Sale
2023-05-22,3,81,Discount,0.3987968608666852,True,Summer Sale
2023-05-07,18,161,Discount,0.14598263651746793,True,Summer Sale
2023-09-13,22,134,Discount,0.3819713761195742,True,Holiday Sale
2023-05-20,5,28,Discount,0.2999807552781968,True,Holiday Sale
2023-10-29,19,62,Discount,0.10495783098950871,True,Summer Sale
2023-08-27,6,123,Bundle,0.3162493061814792,True,Holiday Sale
2023-07-14,19,52,Bundle,0.30076018814725947,True,Holiday Sale
2023-07-07,8,38,Discount,0.16449075039711636,True,Holiday Sale
2023-01-18,1,129,Bundle,0.23645433177954037,True,Summer Sale
2023-12-12,19,178,Bundle,0.33279533127073985,True,Holiday Sale
2023-02-11,6,176,Discount,0.1006851683655598,True,Summer Sale
2023-12-08,1,187,Bundle,0.15118813341467793,True,Summer Sale
2023-05-05,11,169,Discount,0.37174308384025834,True,Clearance
2023-03-08,1,192,Discount,0.30280585345713096,True,Summer Sale
2023-11-30,3,98,Discount,0.24485727448510766,True,Holiday Sale
2023-03-25,8,121,Bundle,0.1314729662406392,True,Holiday Sale
2023-08-08,15,57,Discount,0.3682491489944779,True,Summer Sale
2023-07-22,8,133,Discount,0.2360964033974882,True,Summer Sale
2023-04-17,8,104,Discount,0.31569182244581917,True,Summer Sale
2023-03-15,16,183,Bundle,0.14466215869517235,True,Clearance
2023-11-03,12,73,Discount,0.3043542718881157,True,Summer Sale
2023-08-26,19,108,Bundle,0.28563873476867946,True,Holiday Sale
2023-11-05,2,50,Discount,0.2967162176139093,True,Clearance
2023-11-20,10,145,Bundle,0.3089519635250195,True,Summer Sale
2023-12-27,11,88,Bundle,0.20783410462233598,True,Summer Sale
2023-05-06,6,45,Discount,0.32389874731947005,True,Holiday Sale
2023-05-14,17,96,Bundle,0.2439574069294027,True,Clearance
2023-11-10,9,46,Discount,0.14618983343935738,True,Summer Sale
2023-11-22,14,75,Bundle,0.11293898719477626,True,Holiday Sale
2023-02-28,22,38,Discount,0.18689878126089182,True,Clearance
2023-08-02,21,19,Discount,0.13677486377159057,True,Summer Sale
2023-01-29,15,14,Bundle,0.29962397840458493,True,Holiday Sale
2023-05-03,12,130,Bundle,0.14429589137052434,True,Summer Sale
2023-08-24,20,6,Discount,0.37070106493371247,True,Summer Sale
2023-05-19,10,59,Discount,0.23956018561625905,True,Summer Sale
2023-09-26,7,7,Bundle,0.39801890886966396,True,Clearance
2023-02-14,18,178,Discount,0.2322484673471505,True,Holiday Sale
2023-10-19,4,124,Discount,0.11824285016399705,True,Holiday Sale
2023-04-30,15,166,Bundle,0.279401296267665,True,Summer Sale
2023-07-13,14,56,Bundle,0.10505845754898717,True,Summer Sale
2023-03-30,20,125,Bundle,0.32339698380031656,True,Clearance
2023-03-06,2,58,Discount,0.37215387743626427,True,Holiday Sale
2023-08-07,24,59,Discount,0.191233962540381,True,Summer Sale
2023-10-17,25,72,Bundle,0.3696194840951912,True,Clearance
2023-02-25,2,103,Bundle,0.3163337488070395,True,Summer Sale
2023-05-11,19,70,Discount,0.13381502531413247,True,Summer Sale
2023-08-24,25,153,Discount,0.2190231567322262,True,Holiday Sale
2023-09-02,1,51,Discount,0.1312733516661576,True,Clearance
2023-04-29,1,58,Bundle,0.3556974495953025,True,Summer Sale
2023-09-28,8,155,Bundle,0.33283376130198816,True,Summer Sale
2023-06-19,11,118,Bundle,0.22275360896554364,True,Summer Sale
2023-11-20,22,112,Discount,0.2815608403882196,True,Holiday Sale
2023-12-01,8,72,Bundle,0.18007693416133463,True,Summer Sale
2023-06-20,22,58,Bundle,0.3821681192932771,True,Holiday Sale
2023-08-03,18,118,Discount,0.3871003728187067,True,Clearance
2023-09-10,23,124,Discount,0.16672363535030504,True,Summer Sale
2023-03-24,17,43,Discount,0.32751060699197865,True,Summer Sale
2023-05-01,14,34,Bundle,0.36831029285534567,True,Summer Sale
2023-10-23,5,151,Discount,0.25867759560650283,True,Holiday Sale
2023-04-27,12,112,Bundle,0.38845133702535506,True,Clearance
2023-10-31,12,38,Bundle,0.38392426375785926,True,Holiday Sale
2023-06-17,9,60,Bundle,0.29597842063538,True,Holiday Sale
2023-05-01,5,50,Discount,0.1315939411246382,True,Holiday Sale
2023-10-04,16,161,Discount,0.2688286505907923,True,Clearance
2023-10-02,5,113,Bundle,0.10280650976586256,True,Summer Sale
2023-04-05,19,187,Bundle,0.3275840956822418,True,Summer Sale
2023-04-28,15,20,Discount,0.18047669451515086,True,Clearance
2023-03-13,1,195,Discount,0.15675667877860272,True,Holiday Sale
2023-12-31,10,170,Bundle,0.16454554655528958,True,Summer Sale
2023-10-18,12,178,Discount,0.3811339012357664,True,Summer Sale
2023-09-07,13,166,Discount,0.15068302426667665,True,Holiday Sale
2023-05-26,25,142,Discount,0.14152616190445175,True,Clearance
2023-06-12,16,27,Bundle,0.3271388173483337,True,Clearance
2023-12-05,12,62,Discount,0.2537107583350243,True,Holiday Sale
2023-04-24,2,185,Discount,0.2927037724017916,True,Clearance
2023-03-11,4,148,Bundle,0.3602987934666091,True,Clearance
2023-11-19,20,4,Discount,0.12317782941658659,True,Clearance
2023-10-23,13,1,Discount,0.32987512470294533,True,Clearance
2023-04-14,18,113,Discount,0.1539696863325986,True,Holiday Sale
2023-09-13,5,93,Discount,0.3848955998011486,True,Holiday Sale
2023-04-16,5,125,Bundle,0.29896099424581224,True,Clearance
2023-03-08,1,120,Bundle,0.3825564068783127,True,Holiday Sale
2023-10-09,24,56,Bundle,0.2267655494505389,True,Holiday Sale
2023-04-02,23,51,Discount,0.23302010335767875,True,Summer Sale
2023-06-15,8,93,Bundle,0.3936561058527196,True,Holiday Sale
2023-01-21,2,75,Bundle,0.31769492784724107,True,Summer Sale
2023-05-13,21,3,Discount,0.2929856601590897,True,Clearance
2023-02-04,13,101,Bundle,0.14497970572300545,True,Holiday Sale
2023-07-27,18,150,Bundle,0.18414878257951378,True,Summer Sale
2023-12-17,18,89,Discount,0.36150167389759225,True,Holiday Sale
2023-04-04,21,73,Bundle,0.23161156723110154,True,Holiday Sale
2023-07-22,11,4,Discount,0.21567906107881404,True,Clearance
2023-09-08,6,56,Bundle,0.10619654113636318,True,Summer Sale
2023-04-19,10,117,Discount,0.3034545261031359,True,Clearance
2023-12-09,23,142,Discount,0.10334715300200505,True,Summer Sale
2023-07-10,2,33,Discount,0.29055900365854265,True,Holiday Sale
2023-08-14,20,156,Bundle,0.3981753206090951,True,Clearance
2023-04-04,5,158,Bundle,0.1792310204967834,True,Summer Sale
2023-05-01,16,143,Discount,0.13189138037262255,True,Summer Sale
2023-02-14,14,120,Discount,0.271004262205536,True,Clearance
2023-01-31,8,32,Discount,0.3872438067866837,True,Clearance
2023-05-29,17,104,Bundle,0.19904947388021688,True,Summer Sale
2023-12-22,23,55,Discount,0.38984734543843313,True,Holiday Sale
2023-06-01,1,128,Bundle,0.18616688781902718,True,Holiday Sale
2023-04-22,12,98,Bundle,0.30431970491524163,True,Holiday Sale
2023-02-06,17,55,Bundle,0.37143746874500705,True,Summer Sale
2023-08-05,22,179,Discount,0.10430986315790401,True,Holiday Sale
2023-06-07,11,195,Discount,0.3028090660676092,True,Clearance
2023-08-25,20,127,Bundle,0.3774832522273762,True,Summer Sale
2023-11-24,1,145,Bundle,0.2882006986960231,True,Clearance
2023-10-09,14,17,Discount,0.31664830036424574,True,Summer Sale
2023-04-30,9,176,Discount,0.20623791041361975,True,Summer Sale
2023-09-11,12,172,Bundle,0.18819617948388861,True,Clearance
2023-01-01,24,200,Bundle,0.34759905621656845,True,Clearance
2023-06-09,9,167,Bundle,0.37506435445292585,True,Summer Sale
2023-02-19,16,144,Discount,0.26781923136104957,True,Summer Sale
2023-07-14,20,170,Discount,0.19666802653269483,True,Holiday Sale
2023-03-09,25,42,Bundle,0.3041476539406368,True,Clearance
2023-03-30,15,157,Discount,0.33946774239159405,True,Clearance
2023-02-27,23,194,Bundle,0.26617378665896074,True,Clearance
2023-04-21,15,116,Discount,0.10114545857855695,True,Summer Sale
2023-05-28,14,174,Bundle,0.17635329562152663,True,Summer Sale
2023-01-02,23,45,Discount,0.3335719652593088,True,Summer Sale
2023-07-15,24,123,Bundle,0.14171847761925377,True,Clearance
2023-09-13,6,136,Bundle,0.37841947049604385,True,Summer Sale
2023-09-28,16,74,Discount,0.16946844958050883,True,Summer Sale
2023-04-25,16,58,Discount,0.11273552598275262,True,Clearance
2023-08-03,19,68,Discount,0.3169074836375,True,Clearance
2023-10-10,23,132,Bundle,0.3953785173537451,True,Holiday Sale
2023-07-12,13,111,Bundle,0.29940417292896965,True,Clearance
2023-09-21,4,46,Discount,0.17050466282070253,True,Summer Sale
2023-06-19,9,114,Discount,0.178697610000411,True,Holiday Sale
2023-03-06,11,159,Discount,0.3053985131907269,True,Summer Sale
2023-05-05,15,177,Bundle,0.2650151608042177,True,Clearance
2023-09-12,5,38,Discount,0.3424212478790453,True,Holiday Sale
2023-07-16,2,188,Bundle,0.26076155399122924,True,Clearance
2023-12-05,17,37,Bundle,0.2528544367934362,True,Summer Sale
2023-02-09,21,133,Bundle,0.3166114391090581,True,Holiday Sale
2023-07-21,11,179,Bundle,0.28500651327041104,True,Clearance
2023-07-20,17,176,Discount,0.15107955513425658,True,Summer Sale
2023-12-01,4,87,Bundle,0.2119690412671847,True,Clearance
2023-01-17,22,181,Discount,0.3715108765883869,True,Clearance
2023-07-19,18,132,Bundle,0.2059039735456304,True,Holiday Sale
2023-07-15,21,12,Bundle,0.32889943964681423,True,Holiday Sale
2023-09-17,13,139,Bundle,0.1254847892308436,True,Holiday Sale
2023-06-04,25,47,Bundle,0.21226498877708916,True,Holiday Sale
2023-01-27,10,189,Bundle,0.381738671615368,True,Summer Sale
2023-03-24,23,42,Bundle,0.3027049318691022,True,Holiday Sale
2023-06-02,14,160,Discount,0.3085791914954073,True,Holiday Sale
2023-04-28,21,29,Discount,0.2222646111989907,True,Summer Sale
2023-05-23,10,166,Bundle,0.16339516693754272,True,Clearance
2023-01-12,17,15,Bundle,0.30120806415806134,True,Summer Sale
2023-11-08,20,189,Bundle,0.2092017064046911,True,Clearance
2023-07-07,1,130,Discount,0.2545989083624476,True,Summer Sale
2023-03-25,2,69,Discount,0.2405084167601108,True,Clearance
2023-11-14,4,68,Discount,0.2134282281970244,True,Summer Sale
2023-03-16,23,38,Bundle,0.15725419683085573,True,Holiday Sale
2023-06-05,22,34,Discount,0.26128373168237506,True,Clearance
2023-12-07,1,68,Bundle,0.22362478837665833,True,Clearance
2023-09-08,20,125,Bundle,0.1402143058551757,True,Holiday Sale
2023-04-03,5,169,Bundle,0.20731824883803152,True,Holiday Sale
2023-11-22,16,70,Bundle,0.20269713529014732,True,Holiday Sale
2023-07-12,20,27,Discount,0.11599972647634571,True,Holiday Sale
2023-09-01,6,17,Bundle,0.292261961178066,True,Summer Sale
2023-09-04,5,49,Discount,0.14159279345815332,True,Clearance
2023-08-27,25,41,Discount,0.3453906156034927,True,Summer Sale
2023-05-30,3,134,Discount,0.14650418907609605,True,Summer Sale
2023-07-07,2,55,Bundle,0.31033517361513596,True,Clearance
2023-01-08,17,57,Discount,0.35792753083994777,True,Holiday Sale
2023-09-27,24,196,Discount,0.2917480301209819,True,Summer Sale
2023-10-09,6,42,Bundle,0.10733951105420575,True,Holiday Sale
2023-08-26,18,14,Bundle,0.36135974862755693,True,Clearance
2023-10-15,20,185,Bundle,0.26197305160474904,True,Holiday Sale
2023-12-07,9,43,Discount,0.28759301327487286,True,Summer Sale
2023-12-18,9,66,Bundle,0.36570710737312895,True,Holiday Sale
2023-04-01,4,31,Discount,0.2523866093541597,True,Holiday Sale
2023-08-25,11,17,Discount,0.35995523014296715,True,Holiday Sale
2023-09-25,5,70,Discount,0.10050136550842792,True,Holiday Sale
2023-11-24,2,190,Discount,0.2659214204157025,True,Summer Sale
2023-08-24,8,11,Bundle,0.1782494983689522,True,Summer Sale
2023-08-10,4,134,Discount,0.28862259907787374,True,Holiday Sale
2023-12-18,20,7,Bundle,0.1448139909863303,True,Holiday Sale
2023-07-21,20,42,Discount,0.2573333231161826,True,Summer Sale
2023-12-31,5,144,Discount,0.30548731799828976,True,Clearance
2023-03-02,19,169,Discount,0.3835244881699903,True,Clearance
2023-03-03,4,65,Bundle,0.38245871538358567,True,Holiday Sale
2023-12-26,17,197,Discount,0.37917439861436586,True,Holiday Sale
2023-09-12,4,81,Discount,0.33333860317481984,True,Clearance
2023-05-14,1,5,Bundle,0.11807722227312767,True,Clearance
2023-05-05,5,71,Bundle,0.3159294459463966,True,Clearance
2023-11-07,17,8,Bundle,0.39110274469383044,True,Holiday Sale
2023-08-25,11,82,Bundle,0.18101983859299214,True,Summer Sale
2023-11-12,24,169,Bundle,0.13600219044374337,True,Clearance
2023-06-11,5,80,Discount,0.28658757887344066,True,Clearance
2023-03-03,16,67,Bundle,0.35702173144479976,True,Summer Sale
2023-01-26,8,49,Bundle,0.23790331840907378,True,Clearance
2023-10-19,23,155,Discount,0.23215817443409248,True,Summer Sale
2023-01-28,15,68,Bundle,0.3715689874340006,True,Holiday Sale
2023-12-30,13,32,Discount,0.2851218588212084,True,Summer Sale
2023-08-12,7,133,Discount,0.2884758526879143,True,Clearance
2023-04-10,10,51,Bundle,0.3801648529367002,True,Holiday Sale
2023-04-18,13,19,Bundle,0.1289042071619343,True,Clearance
2023-08-30,12,163,Discount,0.10286993078852527,True,Clearance
2023-12-02,11,121,Bundle,0.32048674187529064,True,Clearance
2023-11-26,17,108,Discount,0.24835655405232826,True,Holiday Sale
2023-03-01,20,156,Bundle,0.38184761666983025,True,Clearance
2023-08-21,9,83,Discount,0.2474899134799087,True,Holiday Sale
2023-02-04,20,175,Discount,0.28539615637930354,True,Summer Sale
2023-03-30,13,27,Discount,0.17500746695392738,True,Summer Sale
2023-06-30,14,27,Discount,0.1247006021976133,True,Holiday Sale
2023-03-02,2,131,Bundle,0.10398625250183435,True,Summer Sale
2023-07-14,13,61,Discount,0.12363029804496262,True,Summer Sale
2023-04-15,20,98,Bundle,0.12418485175202838,True,Clearance
2023-01-24,5,121,Bundle,0.3325699107801732,True,Summer Sale
2023-03-29,2,175,Bundle,0.12417182294276179,True,Clearance
2023-02-13,2,103,Discount,0.3278515180043243,True,Clearance
2023-04-19,4,133,Bundle,0.14911617723501777,True,Clearance
2023-08-07,6,38,Bundle,0.23189562268979436,True,Clearance
2023-10-11,2,121,Bundle,0.3521601751165201,True,Clearance
2023-10-17,19,35,Discount,0.1685886744630512,True,Summer Sale
2023-06-06,2,113,Discount,0.3940416646539634,True,Clearance
2023-08-18,21,33,Discount,0.23075723005588644,True,Clearance
2023-05-19,21,133,Bundle,0.29721712109801013,True,Holiday Sale
2023-07-19,12,118,Bundle,0.1158428906580825,True,Clearance
2023-07-29,3,150,Discount,0.36613664891921527,True,Summer Sale
2023-02-16,21,113,Bundle,0.21541110707981612,True,Holiday Sale
